GmlId,OBJECTID,SHAPE.AREA,SHAPE.LEN,Shape
Vogelschutzgebiete.93,93,"Hollerland","HB",0,"atlantisch",291,"ja","https://www.bfn.de/natura-2000-gebiet/hollerland","DE2819370","MULTIPOLYGON (((491018.8387000002 5886609.6273, 491114.7430999996 5886559.009299999, 491130.3112000003 5886573.623400001, 491130.8110999996 5886579.121200001, 491143.4468 5886590.968599999, 491184.9616999999 5886567.6513, 491274.8159999996 5886535.234099999, 491290.5439999998 5886533.4319, 491333.2296000002 5886507.1469, 491332.7297 5886500.649499999, 491340.4764999999 5886492.1527, 491317.6513999999 5886460.6888, 491397.2027000003 5886406.685900001, 491414.4457 5886399.1886, 491427.4408 5886420.6799, 491560.1364000002 5886301.725299999, 491594.3605000004 5886263.959899999, 491711.0959999999 5886093.175000001, 491752.1697000004 5886041.290899999, 491834.3174000001 5885963.464400001, 491902.3973000003 5885911.3923, 492036.6902000001 5885834.404100001, 492107.9748999998 5885794.709100001, 492204.2817000002 5885755.8144, 492151.1423000004 5885665.469599999, 492171.3839999996 5885653.474099999, 492182.8797000004 5885669.467599999, 492250.6020999998 5885623.9847, 492238.6063999999 5885591.4978, 492260.1886999998 5885570.008400001, 492277.4834000003 5885578.655400001, 492309.9104000004 5885563.5222, 492361.7949999999 5885645.670499999, 492399.7928999998 5885630.479900001, 492394.5448000003 5885619.4844, 492564.7264 5885568.0024, 492557.4791000001 5885553.0085, 492661.7368999999 5885398.358899999, 492613.5822000001 5885331.6853, 492432.0752999997 5885022.3928, 492502.4530999996 5884972.386, 492431.5190000003 5884843.292300001, 492445.0132999998 5884822.3005, 492380.5373 5884708.3467, 492404.7770999996 5884673.859999999, 492326.0564999999 5884542.4134, 492195.3207 5884620.9736, 492106.6870999997 5884668.534700001, 492054.8043 5884718.257200001, 492015.8924000002 5884765.817600001, 491976.9812000003 5884865.261499999, 491955.3639000002 5884925.7926, 491922.9380999999 5885025.236400001, 491884.0262000002 5885072.7969, 491838.6288000001 5885120.3574, 491767.2898000004 5885170.0802, 491665.6854999997 5885234.936000001, 491613.8025000002 5885265.202099999, 491570.5661000004 5885258.7173, 491531.6533000004 5885245.747, 491468.9596999995 5885167.922599999, 491410.5893000001 5885074.965500001, 491367.3523000004 5885016.597200001, 491345.7339000003 5884994.9793, 491298.1726000002 5884904.183900001, 491276.5543999998 5884897.698799999, 491231.1553999996 5884830.6833, 491192.2424999997 5884806.903899999, 491004.1638000002 5884742.052100001, 490930.6628999999 5884793.936799999, 490796.1694 5884869.305400001, 490729.6161000002 5884917.163000001, 490610.7174000004 5884982.018999999, 490541.5399000002 5885014.4472, 490444.2589999996 5885064.1702, 490368.5959999999 5885090.1131, 490297.2565000001 5885118.217700001, 490232.4024999999 5885139.8368, 490163.2248 5885161.4559, 490117.8268999998 5885167.942, 490087.5615999997 5885178.751399999, 490107.0186999999 5885234.9583, 490091.8863000004 5885254.414899999, 490241.8809000002 5885505.343800001, 490344.5828 5885677.098300001, 490521.6551999999 5885981.652799999, 490574.7769999998 5886077.2689, 490662.9824999999 5886223.4417, 490708.4751000004 5886315.2564, 490769.7490999997 5886408.4966, 490808.3782000002 5886445.7925, 490845.6754000001 5886499.0725, 490897.6250999998 5886586.9847, 490938.9188000001 5886664.241, 491018.8387000002 5886609.6273),(491799.7156999996 5885087.9308, 491397.6089000003 5884409.1274, 491367.3442000002 5884458.8495, 491363.0208999999 5884486.953199999, 491352.2123999996 5884521.542300001, 491315.4647000004 5884731.238700001, 491324.1124999998 5884776.636600001, 491350.0548 5884815.548900001, 491371.6737000002 5884867.432, 491363.0269999998 5884906.344799999, 491410.9267999995 5884991.748, 491489.6474000001 5885122.694800001, 491536.8797000004 5885196.6647, 491557.3718999997 5885219.1555, 491583.5365000004 5885221.9663, 491637.5813999996 5885193.8619, 491799.7156999996 5885087.9308)))"
Vogelschutzgebiete.94,94,"Borgfelder Wümmewiesen","HB",0,"atlantisch",682,"ja","https://www.bfn.de/natura-2000-gebiet/borgfelder-wuemmewiesen","DE2819402","MULTIPOLYGON (((497744.3767999997 5887056.0053, 497794.2408999996 5886984.459000001, 497827.9045000002 5886993.3597, 497824.5946000004 5887056.0041, 498041.3989000004 5887053.832800001, 498592.8137999997 5886497.5055, 498567.6031999998 5886486.0505, 498542.0190000003 5886363.8408, 498538.6124 5886324.1153, 498540.6814999999 5886305.028000001, 498568.7505999999 5886258.2446, 498583.4534 5886230.174699999, 498587.4630000005 5886203.441500001, 498579.4428000003 5886187.401699999, 498563.3307999996 5886167.851399999, 498557.2461999999 5886137.4307, 498552.3783 5886096.058599999, 498390.4172999999 5886038.730900001, 498342.1862000003 5886024.237400001, 498345.4573999997 5885976.5233, 498302.9458999997 5885953.335999999, 498244.9452 5885929.021500001, 498202.6283999998 5885908.710100001, 498183.3740999997 5885903.6324, 498170.2560000001 5885902.1515, 498115.0329 5885901.9408, 498073.1393999998 5885899.4024, 498038.2351000002 5885892.182399999, 498004.1630999995 5885882.688300001, 497954.6514999997 5885864.383099999, 497880.7712000003 5885862.876399999, 497818.9528000001 5885853.830800001, 497779.7507999996 5885840.261499999, 497751.1030999999 5885828.1998, 497672.6984999999 5885758.843900001, 497615.4027000004 5885704.565199999, 497544.5369999995 5885641.2402, 497484.2259 5885596.008300001, 497455.5783000002 5885588.469900001, 497425.4231000002 5885596.009099999, 497396.7757000001 5885597.517200001, 497354.5581 5885588.4713, 497288.2158000004 5885532.6851, 497262.5835999995 5885514.5922, 497224.8893999998 5885504.0385, 497179.6564999996 5885504.039100001, 497081.6518999999 5885493.486300001, 496918.8134000003 5885484.442, 496900.7199999997 5885473.888, 496872.0723999999 5885463.334000001, 496807.2384000001 5885451.2728, 496780.0985000003 5885437.703400001, 496742.4040999999 5885415.0876, 496707.7253 5885396.994899999, 496676.0619999999 5885377.394400001, 496614.2437000005 5885371.3643, 496461.9572000001 5885196.466, 496468.4215000002 5885191.232899999, 496493.6198000005 5885170.833699999, 496532.8210000005 5885119.5691, 496546.3905999996 5885096.952400001, 496587.0996000003 5885057.75, 496614.2390000001 5885036.640900001, 496627.8086000001 5885018.547599999, 496638.3625999996 5884992.9156, 496657.9632000001 5884977.8376, 496689.6260000002 5884961.251800001, 496724.3039999995 5884928.080499999, 496752.9512 5884903.9559, 496781.5985000003 5884891.893300001, 496893.1723999996 5884852.6899, 496961.0213000001 5884824.0414, 497006.2538999999 5884807.455399999, 497072.5944999997 5884739.6051, 497117.8267000001 5884695.8793, 497143.4583000001 5884667.2315, 497169.0897000004 5884625.013800001, 497196.2284000004 5884554.148499999, 497202.4528000001 5884531.223999999, 497177.0988999996 5884496.716600001, 497111.5355000002 5884418.375499999, 497078.7884 5884449.304199999, 497004.1978000002 5884512.981000001, 496895.0405000001 5884585.754899999, 496751.3170999996 5884705.8311, 496705.6774000004 5884736.394099999, 496657.1557999998 5884750.547, 496624.8081999999 5884778.8519, 496568.2002999997 5884845.5703, 496502.4013999999 5884889.2152, 496467.9154000003 5884910.2074, 496395.9445000002 5884946.1941, 496300.1333999997 5884996.9266, 496251.0126 5885029.674900001, 496120.0241 5885135.1965, 496001.7704999996 5885224.3442, 495690.6719000004 5885411.737299999, 495632.4548000004 5885453.5821, 495554.2252000002 5885497.2466, 495470.5377000002 5885533.6339, 495153.9796000002 5885611.8687, 495037.5445999997 5885650.0758, 494892.0005999999 5885684.6447, 494797.3970999997 5885715.574200001, 494731.9024999999 5885739.226199999, 494677.3236999996 5885766.5165, 494617.2873 5885810.1808, 494557.2506999997 5885848.387, 494639.1206999999 5885939.351199999, 494639.1210000003 5885953.9056, 494544.5177999996 5886008.486199999, 494480.8426999999 5886048.5118, 494406.2518999996 5886099.453400001, 494269.8058000002 5886230.445499999, 494175.2028999999 5886299.580499999, 494112.6222999999 5886347.6702, 493984.1747000003 5886438.6359, 493930.8041000003 5886468.230799999, 493942.0308999997 5886485.580600001, 493954.2783000004 5886512.115800001, 493988.9797999999 5886603.9683, 494070.6295999996 5886801.9614, 494081.5056999996 5886824.1643, 494329.8771000002 5886831.0985, 494581.0235000001 5886840.807700001, 494786.3773999996 5886617.409399999, 494791.9320999999 5886930.995300001, 495413.7307000002 5887173.113600001, 495595.8476999998 5887255.4966, 495797.4759 5887257.661800001, 496148.6979 5887179.607000001, 496406.6944000004 5887118.898, 496712.3883999996 5887099.381200001, 496814.2863999996 5887097.2117, 496944.3687000005 5887071.1932, 497213.2060000002 5887060.349099999, 497744.3767999997 5887056.0053),(493352.5729999999 5887122.283299999, 493444.8832999999 5887052.994899999, 493631.7966 5886953.891100001, 493668.0317000002 5886924.0496, 493691.4778000005 5886906.997300001, 493735.2802999998 5886901.955399999, 493815.1047 5886919.784499999, 493855.6030999999 5886911.2579, 493904.6270000003 5886877.1533, 493925.9418000001 5886864.364, 493942.9933000002 5886838.785800001, 493981.3601000002 5886825.996300001, 494060.2253999999 5886821.732100001, 494002.6728999997 5886678.922700001, 493919.9511000002 5886497.613399999, 493911.7041999996 5886484.118899999, 493904.7068999996 5886479.6208, 493895.7105 5886482.119899999, 493832.9861000003 5886528.602399999, 493795.0892000003 5886519.0221, 493742.0215999996 5886481.1226, 493689.8247999996 5886492.808900001, 493600.2055000002 5886519.4539, 493561.4512 5886532.7762, 493494.8425000003 5886570.320599999, 493464.5658999998 5886593.331599999, 493428.2340000002 5886624.8201, 493405.2238999996 5886647.8309, 493371.3141000001 5886673.264, 493282.9062999999 5886731.3969, 493228.6561000003 5886974.567600001, 493204.6814999999 5887089.121099999, 493269.7768000001 5887070.2919, 493318.9484999999 5887084.888699999, 493352.5729999999 5887122.283299999)))"
Vogelschutzgebiete.95,95,"Wümmewiesen bei Fischerhude","NI",0,"atlantisch",1688,"ja","https://www.bfn.de/natura-2000-gebiet/wuemmewiesen-bei-fischerhude","DE2820402","MULTIPOLYGON (((498974.4129999997 5883097.1841, 498880.3772 5883028.268300001, 498771.8176999995 5882995.098999999, 498557.7188999997 5883224.282099999, 498598.4302000003 5883346.4102, 498013.4216 5883575.5987, 497978.7424999997 5883531.874, 497962.1567000002 5883506.2424, 497922.9543000003 5883462.5178, 497892.7991000004 5883468.5493, 497861.1361999996 5883470.057499999, 497827.9653000003 5883464.026900001, 497805.3490000004 5883473.073799999, 497785.7483000001 5883488.151699999, 497758.6089000003 5883513.7841, 497745.0390999997 5883519.815300001, 497713.3761 5883521.3236, 497687.7441999996 5883518.308499999, 497666.6353000002 5883507.7544, 497639.4952999996 5883483.6307, 497619.8940000003 5883462.5222, 497591.2462999998 5883444.429400001, 497564.1065999996 5883444.4298, 497518.8737000003 5883451.9694, 497514.3509 5883474.585899999, 497497.7659 5883507.7568, 497479.6737000002 5883574.0987, 497464.5966999996 5883619.331800001, 497457.0582999997 5883649.487199999, 497446.5048000002 5883703.766799999, 497431.4276999999 5883735.43, 497425.3971999995 5883779.155200001, 497413.3355 5883809.3106, 497398.2587000001 5883863.590299999, 497399.7681999998 5883987.2268, 497395.2454000004 5884018.889900001, 497395.2463999996 5884091.262499999, 497372.6305999998 5884131.9724, 497357.5528999995 5884131.9726, 497330.4130999995 5884122.9265, 497303.2748999996 5884232.9935, 497280.6595999999 5884306.874199999, 497285.1831999999 5884332.506100001, 497286.6913999999 5884362.6613, 497279.1529000001 5884386.785599999, 497224.8748000003 5884481.7755, 497210.8698000005 5884510.8639, 497210.1788999997 5884510.0173, 497202.4528000001 5884531.223999999, 497196.2284000004 5884554.148499999, 497169.0897000004 5884625.013800001, 497143.4583000001 5884667.2315, 497117.8267000001 5884695.8793, 497072.5944999997 5884739.6051, 497006.2538999999 5884807.455399999, 496961.0213000001 5884824.0414, 496893.1723999996 5884852.6899, 496781.5985000003 5884891.893300001, 496752.9512 5884903.9559, 496724.3039999995 5884928.080499999, 496689.6260000002 5884961.251800001, 496657.9632000001 5884977.8376, 496638.3625999996 5884992.9156, 496627.8086000001 5885018.547599999, 496614.2390000001 5885036.640900001, 496587.0996000003 5885057.75, 496546.3905999996 5885096.952400001, 496532.8210000005 5885119.5691, 496493.6198000005 5885170.833699999, 496468.4215000002 5885191.232899999, 496582.3760000002 5885331.0385, 496636.3546000002 5885333.536699999, 496683.3360000001 5885342.532500001, 496741.8131999997 5885371.520099999, 496791.0440999996 5885403.006899999, 496847.2719000001 5885412.002499999, 496849.5210999995 5885422.9981, 496916.7448000005 5885447.9871, 497165.8958999999 5885461.4782, 497258.1094000004 5885470.473200001, 497307.3402000004 5885496.961999999, 497352.3230999997 5885555.438100001, 497421.7956999997 5885566.932499999, 497473.5246000001 5885530.9461, 497493.7666999996 5885537.4432, 497556.4923999999 5885586.922599999, 497733.9242000002 5885748.355900001, 497734.4239999996 5885746.8565, 497778.4072000002 5885793.337300001, 497818.1415999997 5885810.8298, 497949.8393000001 5885813.3269, 498009.3159999996 5885837.816299999, 498207.9873000002 5885855.306500001, 498319.9435999999 5885917.280200001, 498364.4263000004 5885937.271600001, 498558.3493999997 5885954.7618, 498769.2679000003 5886116.194599999, 498883.4737 5886205.657299999, 498905.9643999999 5886178.1679, 498925.7061000001 5886143.181600001, 498903.4643000001 5886101.1986, 498925.7045999998 5886039.222899999, 498893.4666999998 5885994.2412, 498990.4274000004 5885937.262399999, 499035.1606999999 5886014.2312, 499261.0689000003 5885877.782099999, 499395.2649999997 5885832.798, 499437.4974999996 5885788.315099999, 499436.4978999998 5885785.816099999, 499464.7359999996 5885740.8336, 499509.4680000003 5885723.8397, 499817.3443999998 5885636.8697, 499750.3658999996 5885276.513900001, 499884.3124000002 5885259.0189, 499931.5436000004 5885259.018200001, 499934.0428999998 5885284.008300001, 500145.2089 5885274.009299999, 500153.7055000002 5885271.5101, 500632.0151000004 5885256.509299999, 501461.4351000004 5885234.506200001, 501464.6837999998 5885232.007099999, 501955.7384000001 5885214.507099999, 501891.0120000001 5885065.567199999, 501893.5103000002 5885013.5878, 501908.5015000002 5884819.6647, 502000.4658000004 5884874.1417, 502020.2079999996 5884879.1394, 502586.4835999999 5884926.612500001, 502834.8850999996 5884943.6022, 502926.5985000003 5884933.604800001, 502983.5749000004 5884865.630999999, 503009.3141999999 5884829.645, 503053.7969000004 5884860.132200001, 503102.5277000004 5884872.126700001, 503098.2788000004 5884827.1447, 503149.7578999996 5884800.6545, 503268.9615000002 5884866.126700001, 503368.4219000004 5884865.125700001, 503515.3639000002 5884894.1121, 503580.8345999997 5884661.703500001, 503756.2493000003 5883562.1381, 503481.1068000002 5883434.1929, 503338.9121000003 5883348.7289, 503239.4515000004 5883339.234099999, 503068.7686000001 5883287.257200001, 502955.0628000004 5883215.7872, 502623.1941999998 5883187.303300001, 502281.0779999997 5883038.8672, 502300.8196999999 5883006.8796, 502350.5482999999 5882899.921399999, 502367.7911999999 5882877.4301, 502395.2800000003 5882859.9366, 502422.5191000002 5882857.4373, 502427.5094999997 5882341.1424, 502086.8935000002 5882252.182600001, 502087.1434000004 5882249.183800001, 501965.4413000001 5882219.1974, 501332.1917000003 5882137.239, 500977.0822999999 5882100.2588, 500972.0850999998 5882159.735200001, 500875.3734999998 5882152.239600001, 500875.3726000004 5882092.7632, 500611.9779000003 5882134.750299999, 500465.5365000004 5882162.2415, 500331.3400999997 5882184.7344, 500328.8411999997 5882186.7337, 500328.8410999998 5882184.7345, 500184.8986999998 5882207.227600001, 500120.4245999996 5882229.219799999, 499924.0039999997 5882318.687000001, 499926.5026000002 5882293.696900001, 499576.3945000004 5882472.630899999, 499469.6870999997 5882487.626499999, 499335.4906000001 5882497.624500001, 499330.4926000005 5882500.123600001, 499248.5247999998 5882472.6357, 499228.7834000001 5882522.6161, 499114.5837000003 5882847.988500001, 499315.7551999995 5882946.9462, 499424.9625000004 5882996.924799999, 499330.5033 5883215.339299999, 499305.7632999998 5883225.3357, 499233.7918999996 5883222.8378, 499077.3525999999 5883125.878599999, 498990.3872999996 5883135.8759, 498974.4129999997 5883097.1841)))"
